District,Crop,Year,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Moisture_pct,Yield_t_ha,Rainfall_Anomaly,Temperature_Range_Index,Growing_Degree_Days
Trichy,Cotton,2025,496.2083066293716,34.257794683416606,57.91703789951841,6.229027254720009,10.485702835725036,3.6034782618913774,-364.2669488324061,9.257794683416606,727.7338405024982
Madurai,Rice,2021,1130.6399675373373,32.98234027357024,74.52720797550529,6.1419949001777425,26.408685063297042,6.561680335521618,289.16445037893527,7.982340273570237,689.4702082071071
Coimbatore,Groundnut,2025,1148.9960445954423,22.446279957251864,48.919386125830215,6.025781670356059,47.726674456433294,6.214202377047248,297.904088284271,2.553720042748136,373.3883987175559
Madurai,Groundnut,2023,930.7273076011808,26.99022819735194,76.32228320050409,6.91306861939366,26.401690075188466,6.623199953591208,89.25179044277877,1.9902281973519393,509.7068459205582
Salem,Cotton,2024,1223.9266802950071,29.6022024047463,64.08201475931813,6.7151721564028986,32.65288131574752,7.838237269588403,364.90589360674494,4.602202404746301,588.066072142389
Madurai,Cotton,2024,1114.1524622604015,26.418504649913817,68.0308515408715,6.718380788936905,37.64706609368692,7.547579699217911,272.67694510199954,1.4185046499138174,492.55513949741453
Madurai,Cotton,2019,1020.9071823699303,33.70485358412917,62.74392128751629,6.167047662136126,37.652054324752356,5.914598756637284,179.4316652115283,8.704853584129168,711.145607523875
Coimbatore,Maize,2020,622.172127816582,33.21400055296843,82.30882623521623,7.004662946934323,30.20731296569467,5.204545136603505,-228.9198284945893,8.214000552968429,696.4200165890529
Chennai,Cotton,2021,1282.8571877580857,25.389023547972066,70.49010707424594,6.236355890437109,39.91745206888679,7.735908299800802,433.45549436902843,0.38902354797206584,461.67070643916196
Tirunelveli,Rice,2021,984.0753580520683,27.480319936301683,64.78262013387852,6.749126851716183,48.016017920145856,8.600656357495097,149.0481153359018,2.480319936301683,524.4095980890505
Vellore,Rice,2018,753.5403063470945,25.60142676419316,64.50097104358255,6.602186715282515,25.445186496212905,5.694774032132134,-92.3064356111878,0.6014267641931603,468.04280292579483
Coimbatore,Cotton,2022,682.9324986736755,27.375588978860257,66.5184286533213,5.518060653906035,30.640066446551522,7.087075233076174,-168.15945763749585,2.3755889788602573,521.2676693658077
Madurai,Cotton,2019,914.1959453784642,27.278616482133174,91.96940176533779,8.120148813805594,34.0536526023157,6.777225078245269,72.72042822006222,2.278616482133174,518.3584944639952
Vellore,Groundnut,2023,432.2352287903863,31.05362532718995,54.82911643020365,7.102351380573355,41.29871371787854,5.980521193702305,-413.611513167896,6.053625327189948,631.6087598156985
Chennai,Maize,2023,1024.9183188382156,25.15691307605173,78.82882180965741,6.826144259986461,35.2980320890233,7.567979051955216,175.51662544915825,0.15691307605172966,454.7073922815519
Vellore,Maize,2025,611.6072963264933,20.0,73.68105287089956,6.9366251256008695,33.85551016139636,3.640241385241063,-234.23944563178907,5.0,300.0
Madurai,Cotton,2023,845.0034156796153,22.865462136848578,83.39811752412076,8.136631109274932,21.055674498785994,4.983284273920664,3.527898521213274,2.1345378631514222,385.96386410545733
Chennai,Rice,2020,719.5949156604602,24.709434839338464,74.29066795191522,7.495806505650615,24.802486367825345,6.341540101373361,-129.80677772859713,0.2905651606615365,441.2830451801539
Tirunelveli,Groundnut,2025,783.8953218188241,25.90178691520937,68.03363000366818,6.944134809514956,36.734093975564896,6.706022018922182,-51.13192089734241,0.9017869152093709,477.05360745628116
Trichy,Maize,2021,845.0034156796153,28.598958081968682,78.2002762862038,6.204184039065783,30.375445337264722,6.883842126086019,-15.47183978216242,3.598958081968682,557.9687424590604
Coimbatore,Rice,2020,809.6926422047997,28.099181372316302,70.29768824349294,6.314621101346534,31.92113890353955,7.236804328397476,-41.39931410637166,3.099181372316302,542.975441169489
Chennai,Groundnut,2025,1322.3448865043385,24.124478111168216,75.54956030606311,5.437720535737135,34.44313762671193,7.201484842280572,472.94319311528125,0.8755218888317842,423.73434333504645
Erode,Groundnut,2020,1196.26490676216,25.02576826351325,82.2821946381923,6.442202317532285,56.07514311089357,8.2973968861512,342.384712498065,0.02576826351324968,450.7730479053975
Trichy,Rice,2018,938.6197387488642,24.4299071962887,68.92519973822483,7.163286859332688,30.522671007807137,7.24183271201076,78.14448328708647,0.5700928037113009,432.897215888661
Chennai,Groundnut,2021,843.676433608762,26.225620018253935,63.756150183483854,7.143540228790757,47.48256691484858,7.382166939729977,-5.725259780295346,1.2256200182539345,486.768600547618
Erode,Cotton,2024,1061.0502976732212,26.08868033313579,61.56188135750901,7.131302196988096,46.824501042175314,7.98643623543202,207.1701034091261,1.088680333135791,482.66040999407375
Trichy,Cotton,2019,1132.4925985268892,30.204981814316195,72.50540407596765,6.339245142594068,42.233842266174825,8.564545112896068,272.0173430651115,5.204981814316195,606.1494544294859
Vellore,Cotton,2021,642.5454044481177,24.833505967777207,59.21831591053983,7.085730507667624,27.37301548466134,5.969391684164939,-203.30133751016467,0.16649403222279346,445.0051790333162
Erode,Maize,2019,830.6402830919494,26.85569078934473,64.50195035719341,7.27692882785189,36.23462725798825,6.276622442212416,-23.23991117214564,1.855690789344731,505.67072368034195
Trichy,Groundnut,2023,394.51044260797994,26.25592742426634,58.3243123829768,5.141132382590359,31.485586018871942,5.6255202662144885,-465.96481285379775,1.2559274242663392,487.6778227279902
Chennai,Groundnut,2021,1130.7755275652237,30.588431923320215,73.08339118418864,6.9130957256760155,53.12974497655862,8.058183642000431,281.3738341761664,5.588431923320215,617.6529576996064
Madurai,Cotton,2020,1366.256064425214,27.50630631674335,60.478442294210886,8.156735534200537,38.69587975603757,8.123445584515181,524.7805472668119,2.5063063167433484,525.1891895023005
Coimbatore,Groundnut,2019,870.0206561557713,31.362229514877423,55.13267087619145,6.495974831310681,33.0813672198232,6.155569030411001,18.928699844600033,6.3622295148774235,640.8668854463227
Tirunelveli,Cotton,2022,318.74746877424593,24.31241543678461,56.892245770811385,4.934726251391737,51.06428200877298,6.040545660212744,-516.2797739419206,0.6875845632153883,429.37246310353834
Coimbatore,Groundnut,2023,1002.2226291442578,27.842026853008576,62.289116390757016,6.131138803617981,31.827466531135265,7.051727765815401,151.13067283308646,2.8420268530085764,535.2608055902573
Trichy,Cotton,2025,623.9777084627299,26.157148745504216,63.196991811032255,5.429822496204479,39.96447892385018,7.236258137946027,-236.4975469990478,1.157148745504216,484.71446236512645
Tirunelveli,Maize,2021,684.162639583885,24.07665248676607,70.51452645553499,6.255948092311302,41.321714579798865,6.427754026073883,-150.86460313228145,0.9233475132339315,422.29957460298203
Chennai,Rice,2019,1006.6440974477509,27.783964668847815,66.38376711306861,5.843153813193656,38.12641292008639,7.84765038446091,157.24240405869364,2.7839646688478155,533.5189400654344
Erode,Maize,2024,913.6385313781811,33.545368826352714,71.70310793757704,7.351598813194598,34.042342565218185,5.004804453636332,59.75833711408609,8.545368826352714,706.3610647905814
Tirunelveli,Maize,2023,727.9728061653495,25.270691830636373,72.50612524541724,7.244960363455727,42.53769316996981,6.838391648730608,-107.05443655081694,0.27069183063637325,458.1207549190912
Vellore,Cotton,2023,687.598591849584,27.592144058119146,75.40499511428536,6.940091250684943,29.33046860009363,7.51597939529159,-158.24815010869838,2.592144058119146,527.7643217435743
Trichy,Groundnut,2018,881.4590138052082,23.800858817303837,48.921754231933726,7.558361970640145,45.02326156643595,5.743836511084996,20.98375834343051,1.199141182696163,414.0257645191151
Salem,Groundnut,2020,747.6336118719081,23.33047112990717,56.72776628650006,6.304234232635708,32.46727205828091,5.399401066432013,-111.3871748163541,1.6695288700928295,399.9141338972151
Madurai,Rice,2024,572.6907165992482,25.480792546102716,73.54886722954384,6.751485380271727,47.04015653891635,7.930157320963147,-268.78480055915384,0.48079254610271605,464.4237763830815
Trichy,Groundnut,2024,766.85920463041,26.560054362786623,70.11412341963229,8.236088275746518,44.41656618241164,5.746489772113612,-93.61605083136772,1.560054362786623,496.8016308835987
Tirunelveli,Groundnut,2021,934.898155813796,26.70213426902032,77.76932953554521,7.109696865129723,39.943853735387115,7.444083957981949,99.87091309762957,1.7021342690203198,501.0640280706096
Trichy,Cotton,2024,805.4741332950916,27.276719951746475,52.55982371481613,7.107957251741907,34.188197530467626,7.28993904957874,-55.00112216668606,2.2767199517464753,518.3015985523942
Erode,Maize,2024,496.6228504379537,22.725335549749218,63.248454270055504,6.162719636885502,44.924064328590056,5.301958282122281,-357.2573438261414,2.274664450250782,381.76006649247654
Coimbatore,Groundnut,2021,1097.2661553438847,25.996972123177688,65.03620063565627,6.408398044225121,40.13985089878687,6.596567377163799,246.17419903271343,0.996972123177688,479.9091636953306
Erode,Rice,2025,200.0,29.60562711489176,69.66563787988602,5.997930380733086,10.0,4.853805826404773,-653.880194264095,4.60562711489176,588.1688134467528
Salem,Groundnut,2020,738.4087112428912,23.65361576673748,68.35877374535431,7.876638829299866,27.64058836567243,4.18538798516361,-120.61207544537103,1.346384233262519,409.6084730021244
Coimbatore,Cotton,2019,694.950386361521,26.86353377649577,72.69077782017283,5.609252546332344,36.51865265508386,6.301196451763687,-156.14156994965026,1.8635337764957711,505.9060132948731
Madurai,Cotton,2023,887.0447194678537,28.937100031801815,66.85346038826818,7.339897280350169,37.51753932850629,7.82451713234493,45.569202309451725,3.9371000318018154,568.1130009540544
Erode,Maize,2023,990.4154519506839,25.496745849524256,81.72336270954683,7.1067848179590705,41.364417824374705,7.384424320156813,136.5352576865888,0.49674584952425604,464.9023754857277
Chennai,Maize,2019,1131.691202065259,29.09287806771471,84.91209278172164,5.5776455577970525,48.93961939057674,8.597779480703048,282.28950867620165,4.092878067714711,572.7863420314413
Tirunelveli,Rice,2024,671.8987816619599,23.1323959059679,56.82103246600653,7.499685118805028,40.27988787512267,6.295614908620453,-163.12846105420658,1.8676040940320995,393.971877179037
Tirunelveli,Maize,2019,996.6455843333704,30.843038633383056,68.45111210263535,6.518910736118968,16.24090099850638,5.9263721446175035,161.6183416172039,5.843038633383056,625.2911590014917
Tirunelveli,Groundnut,2024,898.9545969703653,29.170562345899828,75.97994275307104,5.775378764238031,36.778812444476465,7.023643149877461,63.927354254198804,4.170562345899828,575.1168703769948
Tirunelveli,Cotton,2018,422.1151562041942,28.178129291230295,73.853279817093,6.955137643332748,45.94223248097217,6.195590640043287,-412.9120865119723,3.178129291230295,545.3438787369089
Vellore,Rice,2024,1325.1350638585275,31.59941768417869,63.92156375664315,6.124261458657899,36.00429115618074,8.09389318775943,479.28832190024514,6.59941768417869,647.9825305253607
Vellore,Groundnut,2024,490.30621818995013,26.946083010442834,70.54864885246786,6.556545057092666,36.83103715188694,6.340227145960333,-355.5405237683322,1.946083010442834,508.382490313285
Salem,Rice,2024,954.8743180774287,26.02286044012188,52.16541685388867,6.345974950924158,30.55175100492573,7.256120035720493,95.8535313891665,1.0228604401218817,480.68581320365644
Madurai,Maize,2023,947.4899860494369,32.392141709111186,67.80858121551915,6.084615348968698,43.54300343387313,5.836075555497049,106.01446889103488,7.392141709111186,671.7642512733356
Chennai,Cotton,2021,918.9091955822693,33.89045056715135,53.396962954979855,5.868117808823091,31.821410725503345,4.573725294147092,69.50750219321196,8.890450567151348,716.7135170145405
Chennai,Rice,2023,726.3557794595981,25.780999340423158,73.07978964032318,7.257784203634476,40.33570805978912,8.504051059576742,-123.04591392945918,0.7809993404231577,473.4299802126947
Erode,Rice,2020,1056.8131627851255,27.63602164125499,56.840420519009186,6.927413284678914,38.856898969551324,8.430097340259808,202.9329685210305,2.6360216412549917,529.0806492376497
Madurai,Rice,2024,459.9081315142261,31.344136138436653,69.63033174768003,6.8824634419113275,35.48798229429329,6.142892408923881,-381.5673856441759,6.344136138436653,640.3240841530996
Madurai,Maize,2022,833.5428028315192,27.74993599420553,71.19195590421563,6.445040958289581,39.35684341463047,7.782407504961255,-7.932714326882774,2.7499359942055293,532.4980798261658
Vellore,Cotton,2021,709.0313308618854,29.902683227961546,68.75863889093417,6.735907568395845,36.81505244423106,7.636394466281728,-136.81541109639693,4.902683227961546,597.0804968388463
Madurai,Maize,2022,680.6755144832421,30.497291511962825,61.680471370682305,6.184762383310847,46.49579582221155,7.318953750794655,-160.80000267515993,5.497291511962825,614.9187453588847
Madurai,Cotton,2022,957.1869468633864,26.20062535821906,65.89631749776379,6.172688637331615,41.09047512884119,7.519535253779045,115.71142970498443,1.2006253582190602,486.0187607465718
Salem,Cotton,2018,1119.3696356799207,29.34167892288083,79.81071668209721,7.897167439871381,44.357502559171564,7.965627570216493,260.34884899165854,4.341678922880831,580.250367686425
Madurai,Cotton,2019,764.1860595407835,27.980183377568203,63.7539160013842,7.319179663665768,28.124764312648352,7.219739491143188,-77.2894576176185,2.9801833775682027,539.4055013270461
Chennai,Maize,2019,1045.1702724814443,24.10602050113996,68.21430106945613,6.306983344830399,27.560428578578477,6.414848143358165,195.76857909238697,0.8939794988600411,423.18061503419875
Erode,Cotton,2018,862.4351663611496,24.833111531429118,62.432111955411635,5.6526856104750465,35.56441423851114,7.181651267479598,8.554972097054588,0.1668884685708818,444.99334594287353
Trichy,Rice,2021,626.8169476904978,25.91226584193162,68.02885728298202,5.5092396828958865,41.745113606321674,7.134020820322962,-233.65830777127985,0.912265841931621,477.3679752579486
Salem,Cotton,2023,785.5119766897341,30.971263522568336,68.77830775160253,6.2560770444744,39.78323254772255,7.28191466120289,-73.50880999852814,5.971263522568336,629.1379056770501
Madurai,Maize,2023,775.1285273020962,31.07634611940265,60.36025991536359,6.775393047094784,28.238591850216334,6.664221613770758,-66.34698985630575,6.0763461194026505,632.2903835820795
Erode,Maize,2021,675.8350218736384,30.399721338629178,68.07125258531754,6.782857717641134,42.025059592361075,6.172087295631261,-178.04517239045663,5.399721338629178,611.9916401588753
Trichy,Cotton,2024,957.1207321639585,29.408354250449978,65.58968118518519,6.803823699642437,29.34943850253109,7.374505569882251,96.64547670218076,4.408354250449978,582.2506275134994
Trichy,Rice,2022,908.6615469261898,29.321044182900607,81.92582110896545,6.9339554330855915,41.064657128585196,8.630324090798892,48.18629146441208,4.321044182900607,579.6313254870182
Tirunelveli,Rice,2018,452.3375754326455,28.888193438575456,67.55312493493966,5.973146840699149,37.57898139357903,6.419540641203015,-382.689667283521,3.888193438575456,566.6458031572637
Trichy,Groundnut,2024,437.11850119016054,29.30431057734923,54.17251111619176,7.75542605556197,32.973909489506525,5.225176729159629,-423.35675427161715,4.304310577349231,579.129317320477
Tirunelveli,Cotton,2022,956.1711133014386,29.52116026772545,72.98633236449527,6.561829533519327,30.176201137769162,7.945514059737079,121.14387058527211,4.521160267725449,585.6348080317634
Vellore,Cotton,2023,646.1783928013664,23.50584906967238,85.86087433365289,6.9063899113717415,36.198625002451315,6.78790698987777,-199.66834915691595,1.4941509303276206,405.1754720901714
Chennai,Cotton,2022,925.510288775081,25.471209132978437,79.9693088954625,6.240657298361985,35.747426755978594,5.772515050762237,76.1085953860237,0.47120913297843714,464.1362739893531
Madurai,Maize,2022,1045.232894527297,24.707450801657462,56.970663412147466,6.91804250887439,25.580922228908285,7.113091174541462,203.75737736889505,0.2925491983425381,441.22352404972384
Erode,Groundnut,2018,532.2617906486103,31.54286402449283,65.31271855674896,8.153880867426395,40.418661328640106,4.252366210269965,-321.6184036154848,6.542864024492829,646.2859207347849
Madurai,Cotton,2022,497.11568635595376,33.29312033146756,67.69316822635216,6.007465417098223,45.410156562567764,5.339651383560173,-344.35983080244824,8.293120331467563,698.7936099440269
Erode,Rice,2024,1268.6079205988237,21.05904665468104,67.81451141439308,5.919084039300514,42.74519298624281,5.517699286860106,414.7277263347287,3.9409533453189596,331.77139964043124
Salem,Cotton,2020,937.8926957406147,33.007406757989315,71.80961857178839,6.094825279427698,37.83531572139077,6.057916033723116,78.87190905235252,8.007406757989315,690.2222027396795
Coimbatore,Cotton,2022,745.1898358316823,28.277508395300895,64.55898992347068,6.466791856295354,30.950572081599184,7.030604686347874,-105.90212047948899,3.277508395300895,548.3252518590268
Trichy,Rice,2018,616.5148868384341,31.240703421307845,58.8437616941918,6.335019281489011,36.16047959226331,6.765324990927873,-243.96036862334358,6.240703421307845,637.2211026392354
Coimbatore,Maize,2020,722.3897877731802,29.62069489467167,77.51800336508931,5.971537481405529,33.816845160075495,7.406311606921904,-128.70216853799116,4.620694894671669,588.6208468401501
Salem,Maize,2021,552.3569159716724,32.60926417151975,56.76433917729905,6.665236379938707,36.11871070520924,4.686429950143644,-306.6638707165898,7.609264171519747,678.2779251455925
Vellore,Cotton,2025,1070.8530435226476,28.671175786743987,59.97883458959072,7.792798598649195,43.42798892026968,8.376175417296741,225.00630156436523,3.671175786743987,560.1352736023196
Trichy,Maize,2019,655.8122115984198,23.636945731798665,56.702189809188724,6.595126833819278,34.02782270608293,5.440225438380179,-204.66304386335787,1.363054268201335,409.10837195395993
Tirunelveli,Cotton,2020,1123.3836470540668,27.661840371925727,74.12212435452177,6.632492670812693,18.464026267132986,7.384631481486011,288.35640433790036,2.6618403719257273,529.8552111577718
Salem,Maize,2021,749.8427700574972,29.65009934754178,69.06471309414832,6.940059988175326,42.195924413265914,7.860354188375353,-109.178016630765,4.650099347541779,589.5029804262534
Vellore,Maize,2025,589.1624540956714,27.308924475090052,76.83503619704649,7.153365341892043,38.57486027149461,7.184132971077777,-256.684287862611,2.308924475090052,519.2677342527015
Trichy,Maize,2024,743.4246029965497,30.104741510888545,60.14806583743895,7.661259581753029,36.34922748205285,5.76251808088812,-117.05065246522804,5.1047415108885446,603.1422453266564
Vellore,Cotton,2018,200.0,27.789768356350578,55.46986882965018,6.868028971326247,24.430615671889406,5.417947404534256,-645.8467419582823,2.789768356350578,533.6930506905173
Tirunelveli,Maize,2019,819.8078558314983,26.094370178832417,63.56099044529773,6.698140506817787,27.509143794613784,6.292931134965458,-15.21938688466821,1.094370178832417,482.83110536497253
Tirunelveli,Maize,2024,807.4702022174604,24.52486917340307,66.17502713239422,6.005927198871508,28.561514667129952,5.9236805140646975,-27.5570404987061,0.4751308265969314,435.7460752020921
Chennai,Groundnut,2018,1056.185686636992,26.746190775893297,70.09096307770065,7.217972905637088,29.7466785852463,7.011936167208142,206.78399324793463,1.7461907758932966,502.3857232767989
Madurai,Cotton,2024,378.42376800415514,28.654629279041046,51.17608366712277,6.1088385157701275,30.588964855349833,6.13924000981095,-463.05174915424686,3.654629279041046,559.6388783712314
Tirunelveli,Groundnut,2020,1140.466590215887,21.729946226380957,72.78730863283675,6.087150602559861,24.364542393325365,4.440484096426791,305.4393474997205,3.2700537736190434,351.8983867914287
Vellore,Rice,2025,1055.149823749414,25.503755485711924,59.05761261710484,6.835193946173795,54.36487446636288,8.28699507814745,209.30308179113172,0.503755485711924,465.1126645713577
Trichy,Cotton,2020,1163.0108909246655,21.610585456721925,61.52584349882502,7.779067534026631,48.51883319618095,5.862531836144876,302.53563546288785,3.3894145432780753,348.3175637016577
Erode,Cotton,2021,836.8196559989657,26.02536046727027,79.73709531141418,7.20851989413801,37.494479548376475,7.522023187610908,-17.060538265129367,1.0253604672702714,480.76081401810814
Chennai,Groundnut,2023,1103.474208525689,31.831407149719116,46.16803154546801,6.673726944398245,34.69708351356625,6.364714082410266,254.07251513663164,6.831407149719116,654.9422144915735
Trichy,Groundnut,2019,482.1889912732737,24.204427578467726,71.22502027166952,6.012887195470885,51.43877859464475,6.2605324824203725,-378.286264188504,0.7955724215322739,426.1328273540318
Chennai,Cotton,2022,1028.2618913011333,30.250111186756254,71.18728630067484,7.765479289745677,49.61388507279927,7.986463741111,178.86019791207605,5.2501111867562535,607.5033356026876
Erode,Groundnut,2022,657.2093094750137,37.116240407399424,59.81215023149243,6.660394126680563,28.340743362791827,1.8559040694352917,-196.67088478908136,12.116240407399424,813.4872122219828
Trichy,Maize,2024,437.14954189426595,32.65132202002352,63.52995679083978,6.496855656430822,37.22908800920646,5.234568976084845,-423.32571356751174,7.651322020023521,679.5396606007056
